data,letter,category_id
nabojina,N,1
nabožic,N,1
nadbare,N,1
nadgaj,N,1
nadinići,N,1
nadpolje,N,1
nahorevo,N,1
narančići,N,1
narat,N,1
naseoci,N,1
nasići,N,1
nazdrajić mahala,N,1
nazupci,N,1
naščenje,N,1
nažbilj,N,1
nebogovine,N,1
nebočaj,N,1
necvijeće,N,1
nedavić,N,1
nehorići,N,1
nekopi,N,1
nekudine,N,1
nenovići,N,1
nepravdići,N,1
neprivaj,N,1
nerade,N,1
nerići,N,1
nevačka,N,1
nevorići,N,1
nezirovići,N,1
nezuci,N,1
neđarići,N,1
nikontići,N,1
nišići,N,1
ništavci,N,1
nogatido,N,1
nogačevići,N,1
novakasaba,N,1
novaljeskovača,N,1
novalići,N,1
novidulići,N,1
novišeher,N,1
novkovićapalanka,N,1
novoseoci,N,1
novčići,N,1
nuglašica,N,1
nuhići,N,1
nansan,N,1
njukasl,NJ,1
njudelhi,NJ,1
njiređhaza,N,1
njujork,NJ,1
njuhejven,NJ,1
njuorleans,NJ,1
njitra,NJ,1
njuport,NJ,1
njegoševo,NJ,1
njegnjevo,NJ,1
njegovuđa,NJ,1
njegule,NJ,1
njegulovdo,NJ,1
njeguši,NJ,1
njive,NJ,1
njivica,NJ,1
njeganovići,NJ,1
njemanica,NJ,1
njivak,NJ,1
njuhe,NJ,1
orhus,O,1
odense,O,1
olborg,O,1
osaka,O,1
otava,O,1
ošava,NJ,1
ohrid,O,1
okland,O,1
ogbomošo,O,1
oslo,O,1
olesund,O,1
omsk,O,1
ostin,O,1
oukland,O,1
ontario,O,1
omaha,O,1
oklahomasiti,O,1
oklahoma,O,1
orlando,O,1
omdurman,O,1
oksford,O,1
odesa,O,1
oulu,O,1
osijek,O,1
ostrva,O,1
olomouc,O,1
opatija,O,1
ovča,O,1
opovo,O,1
ostružnica,O,1
odžaci,O,1
odžak,O,1
odzaci,O,1
odzak,O,1
obrovac,O,1
ogulin,O,1
omiš,O,1
opuzen,O,1
orahovica,O,1
oroslavje,O,1
otočac,O,1
otok,O,1
ozalj,O,1
ormož,O,1
olovo,O,1
orašje,O,1
ofenbah,O,1
orahovac,O,1
orenburg,O,1
obajgora,O,1
obilićevisalaši,O,1
oblačina,O,1
obličkasena,O,1
obornjača,O,1
obražda,O,1
obrenovac,O,1
obrež,O,1
obrtince,O,1
obrušce,O,1
obrva,O,1
obršina,O,1
obzir,O,1
odaje,O,1
odojeviće,O,1
ogar,O,1
oglađenovac,O,1
ogoreljina,O,1
ograde,O,1
ogrenja,O,1
oholje,O,1
ojkovica,O,1
okletac,O,1
okose,O,1
okruglica,O,1
omatica,O,1
omoljica,O,1
opaljenik,O,1
oparić,O,1
oplanić,O,1
oplatnići,O,1
opornica,O,1
orane,O,1
oraovica,O,1
orašac,O,1
oraše,O,1
oreovac,O,1
oreovica,O,1
orešac,O,1
oreškovica,O,1
orešković,O,1
orid,O,1
orlja,O,1
orljaglava,O,1
orljane,O,1
orlje,O,1
orljevo,O,1
orlovac,O,1
orlovat,O,1
orlovica,O,1
orniče,O,1
orom,O,1
orovičkaplanina,O,1
oruglica,O,1
osaonica,O,1
osatica,O,1
osečenica,O,1
osečina,O,1
osipaonica,O,1
osječenik,O,1
osladić,O,1
oslarci,O,1
oslare,O,1
osmakovo,O,1
osnić,O,1
osnićbukova,O,1
osoje,O,1
osonica,O,1
ostatovica,O,1
ostojićevo,O,1
ostraglava,O,1
ostrikovac,O,1
ostrovo,O,1
ostružanj,O,1
ostrvo,O,1
otanj,O,1
otroci,O,1
ovsinjinac,O,1
ovsište,O,1
ovčarbanja,O,1
ovčinja,O,1
ozrem,O,1
očage,O,1
ošljane,O,1
oštrastijena,O,1
oštrelj,O,1
obedišćeježevsko,O,1
obljajac,O,1
obod,O,1
oborovo,O,1
obradovići,O,1
obrežkalnički,O,1
obrovacsinjski,O,1
obrovci,O,1
obrovnica,O,1
obuljeno,O,1
odra,O,1
odrasisačka,O,1
odrljani,O,1
odža,O,1
ogradak,O,1
ograđenice,O,1
ogrebići,O,1
ogulinec,O,1
okić,O,1
oklaj,O,1
oključna,O,1
okmadžići,O,1
okreti,O,1
okrug donji,O,1
okrug gornji,O,1
okuje,O,1
okuklje,O,1
okučani,O,1
olib,O,1
omišalj,O,1
opaljeneklade,O,1
opatijskitorovi,O,1
opačićadolina,O,1
opački,O,1
oporovec,O,1
oprisavci,O,1
oprtalj,O,1
opsenjak,O,1
orahovlje,O,1
orbanići,O,1
orebić,O,1
orehovica,O,1
orešje,O,1
orešnjak,O,1
orihi,O,1
oriovac,O,1
orle,O,1
orlec,O,1
orljavac,O,1
orolik,O,1
osekovo,O,1
osijekvojakovački,O,1
oskoruš,O,1
osobjava,O,1
osojnik,O,1
osor,O,1
ostojići,O,1
ostrovica,O,1
otan,O,1
otavice,O,1
otišić,O,1
otoknadobri,O,1
otokoštarijski,O,1
otoktrn,O,1
otrić,O,1
otrić-seoci,O,1
otricseoci,O,1
otruševec,O,1
ovrlje,O,1
ovčara,O,1
ozrna,O,1
očestovo,O,1
očinjak,O,1
ošlje,O,1
oštarije,O,1
oštarskistanovi,O,1
oštra,O,1
oštrice,O,1
oštruljevina,O,1
ožićbašići,O,1
ožići,O,1
obadovica,O,1
obalice,O,1
obarde,O,1
oblatno,O,1
obljaj,O,1
oblo brdo,O,1
oborci,O,1
obrov,O,1
obzovica,O,1
obzovik,O,1
ockagora,O,1
odolje,O,1
odoljen,O,1
odrin,O,1
odži,O,1
odžićaglavica,O,1
oglavina,O,1
ogorelovac,O,1
ogorjeloždrijelo,O,1
ograđenica,O,1
okladi,O,1
okolišta,O,1
oluja,O,1
omar,O,1
omarić,O,1
omer-božovići,O,1
omerbozovici,O,1
omerovići,O,1
omeđak,O,1
opasanica,O,1
opatovo,O,1
opačac,O,1
opčine,O,1
orah,O,1
orahovića,O,1
orahovo,O,1
orasi,O,1
oračine,O,1
orašmala,O,1
orašani,O,1
orevine,O,1
orjaluka,O,1
orlina,O,1
ornica,O,1
orovac,O,1
orovido,O,1
oselina,O,1
osječenica,O,1
osmanbegovo selo,O,1
osoja,O,1
osojniorah,O,1
osreci,O,1
osredina,O,1
ostros,O,1
ostružnje,O,1
ote,O,1
otilovići,O,1
otočići,O,1
otročkovina,O,1
ovna,O,1
ovsine,O,1
ovčarevo,O,1
ovčarica,O,1
ovčjido,O,1
ozeblido,O,1
ozrinići,O,1
oćevići,O,1
očiba,O,1
očinići,O,1
ožegovice,O,1
ožezi,O,1
obadi,O,1
obale,O,1
obalj,O,1
obješenik,O,1
oblabrda,O,1
obodnica donja,O,1
obodnica gornja,O,1
obodnik,O,1
obojak,O,1
obradovac,O,1
obravnje,O,1
obre,O,1
obrijež,O,1
obrnja,O,1
obudovac,O,1
odided,O,1
odrače,O,1
odska,O,1
odžakovići,O,1
odžinci,O,1
oglavak,O,1
ograda,O,1
ogradica,O,1
ograđenovac,O,1
oklaji,O,1
okolište,O,1
okrugla,O,1
okruglače,O,1
okruglo,O,1
omarska,O,1
omazići,O,1
omerbegovača,O,1
omolje,O,1
opačić,O,1
opačka,O,1
opetci,O,1
ophoda,O,1
oplave,O,1
opletenalokva,O,1
oplećani,O,1
opličići,O,1
opravdići,O,1
opsine,O,1
opsječko,O,1
orahovdo,O,1
orahova,O,1
orahovci,O,1
orahovica donja,O,1
orahovice,O,1
orahovića gornja,O,1
oranido,O,1
oravci,O,1
orašine,O,1
orašjepovrš,O,1
orašjezupci,O,1
oraško brdo,O,1
orguz,O,1
orlac,O,1
orlište,O,1
orlovice,O,1
orlovo polje,O,1
ormanov potok,O,1
orubica,O,1
oruče,O,1
osatnica,O,1
oselište,O,1
osenik,O,1
osječak,O,1
osječani,O,1
osječani donji,O,1
osječani gornji,O,1
oskova,O,1
osmaci,O,1
osmanlije,O,1
osmače,O,1
osojani,O,1
osojci,O,1
osojnestrane,O,1
osojnica,O,1
osredak,O,1
ostrlja,O,1
ostrožac,O,1
ostrožnica,O,1
ostruškacitonja,O,1
ostružnja donja,O,1
ostružnja gornja,O,1
ostružno,O,1
ostrvica,O,1
osve,O,1
oteležani,O,1
otez,O,1
otigošće,O,1
otinovci,O,1
otoka,O,1
otolež,O,1
ovlagija,O,1
ovčare,O,1
ovčari,O,1
ovčijibrod,O,1
ozerkovići,O,1
ozimine,O,1
ozren,O,1
oćenovići,O,1
očenići,O,1
očevlje,O,1
očigrije,O,1
ošnjak,O,1
oštraluka,O,1
oštrić,O,1
ojpen,O,1
pančevo,O,1
paraćin,P,1
peć,P,1
pirot,P,1
požarevac,P,1
požega,P,1
priboj,P,1
prijepolje,P,1
priština,P,1
prizren,P,1
prokuplje,P,1
pert,P,1
portonovo,P,1
prijedor,P,1
plovdiv,P,1
portvila,P,1
patra,P,1
praja,P,1
petahtikva,P,1
palermo,P,1
padova,P,1
prato,P,1
parma,P,1
pretorija,P,1
pnompen,P,1
peking,P,1
pjongjang,P,1
panevežis,P,1
pečuj,P,1
prilep,P,1
portluis,P,1
puebla,P,1
palikir,P,1
pokhara,P,1
portharkort,P,1
panama,P,1
portmorsbi,P,1
poznanj,P,1
porto,P,1
perm,P,1
portviktorija,P,1
prešov,P,1
portsmut,P,1
portland,P,1
pitsburg,P,1
paramaribo,P,1
pataja,P,1
portovspejn,P,1
piterboro,P,1
preston,P,1
pariz,P,1
portoprens,P,1
pula,P,1
podgorica,P,1
pljevlja,P,1
plav,P,1
prag,P,1
plzenj,P,1
palmademajorka,P,1
palić,P,1
petrovaradin,P,1
petrovac,P,1
pinosava,P,1
prozor,P,1
plužine,P,1
pag,P,1
pakrac,P,1
pazin,P,1
petrinja,P,1
pleternica,P,1
ploče,P,1
popovača,P,1
poreč,P,1
pregrada,P,1
prelog,P,1
ptuj,P,1
postojna,P,1
pale,P,1
posušje,P,1
prača,P,1
prnjavor,P,1
preševo,P,1
podujevo,P,1
padalište,P,1
padej,P,1
padež,P,1
padina,P,1
padine,P,1
padinskaskela,P,1
padište,P,1
paestorci,P,1
paitljivci,P,1
pajazitovo,P,1
pajež,P,1
pajkovac,P,1
pajsak,P,1
pajsijević,P,1
pakašnica,P,1
pakleštica,P,1
paklje,P,1
pakovrače,P,1
palanka,P,1
paležnica,P,1
paligrace,P,1
palikuća,P,1
palilula,P,1
palisat,P,1
palja,P,1
paljane,P,1
paljevo,P,1
paljevštica,P,1
palještica,P,1
paljuvi,P,1
palojce,P,1
pambukovica,P,1
panjak,P,1
panjevac,P,1
panjevica,P,1
panjevlje,P,1
pankovo,P,1
panojeviće,P,1
pantelići,P,1
papiće,P,1
papratište,P,1
papratna,P,1
parage,P,1
paramun,P,1
parcane,P,1
parcani,P,1
pardik,P,1
parmenac,P,1
parta,P,1
partljevica,P,1
parunovac,P,1
parčin,P,1
pasipoljana,P,1
pasjač,P,1
paskašija,P,1
paskovac,P,1
paune,P,1
paunkovci,P,1
pavitnjaci,P,1
pavićevac,P,1
pavlica,P,1
pavličina,P,1
pavliš,P,1
pavlje,P,1
pavlovci,P,1
pavlovići,P,1
pavlovskamala,P,1
pavunkovci,P,1
pačarađa,P,1
pačarizi,P,1
pačir,P,1
pašinac,P,1
paštrić,P,1
pear,P,1
pecka,P,1
pejina mahala,P,1
pejinović,P,1
pejići,P,1
pejkovac,P,1
pekedanci,P,1
pekovići,P,1
pekčanica,P,1
pepelarci,P,1
pepelj,P,1
pepeljaci,P,1
perićakraj,P,1
periš,P,1
perlez,P,1
perovićamala,P,1
perovići,P,1
pertate,P,1
perunika,P,1
perutina,P,1
perućac,P,1
pestenje,P,1
pestiš,P,1
petibor,P,1
petine,P,1
petka,P,1
petkovapad,P,1
petkovci,P,1
petkovica,P,1
petkovska mahala,P,1
petkovčiki,P,1
petlovača,P,1
petnica,P,1
petrijevo,P,1
petrilje,P,1
petrlaš,P,1
petronijevići,P,1
petropolje,P,1
petrovići,P,1
petrovo selo,P,1
petruša,P,1
pećanci,P,1
pećani,P,1
pećinci,P,1
pećini,P,1
pečanica,P,1
pečenjevce,P,1
pečeno,P,1
pečenog,P,1
pešetinovci,P,1
peškopeja,P,1
pikavci,P,1
pikavsketrle,P,1
pilareta,P,1
pilatovići,P,1
piperkova mahala,P,1
pirkovac,P,1
piroman,P,1
piskalj,P,1
piskanja,P,1
piskopovce,P,1
piskupovo,P,1
pivnice,P,1
pišuklinci,P,1
plandište,P,1
plaskovac,P,1
platičevo,P,1
plavce,P,1
plavilo,P,1
plavkovo,P,1
plavna,P,1
plačkovska mahala,P,1
plašče,P,1
plažane,P,1
plenibabe,P,1
plečići,P,1
pleš,P,1
plešin,P,1
plijeskovo,P,1
pljakovo,P,1
pljačkovica,P,1
plješevci,P,1
ploča,P,1
pločarci,P,1
pločarska mahala,P,1
pločica,P,1
plužina,P,1
pobrđani,P,1
pocerskimetković,P,1
pocerskipričinović,P,1
pocesje,P,1
podgorac,P,1
podgorci,P,1
podgrad,P,1
podina,P,1
podjavor,P,1
podkrš,P,1
podlokanj,P,1
podnemić,P,1
podosoje,P,1
podrimce,P,1
podstenjica,P,1
podunavci,P,1
podvis,P,1
podvrška,P,1
poganovo,P,1
pogarevac,P,1
pogled,P,1
pojate,P,1
pokajnica,P,1
pokrevenik,P,1
polatna,P,1
poledice,P,1
poljaci,P,1
polje,P,1
poljna,P,1
poljskaržana,P,1
polokce,P,1
polom,P,1
polomarci,P,1
polumir,P,1
pomijača,P,1
ponikovica,P,1
ponikve,P,1
ponorac,P,1
popadić,P,1
popinci,P,1
popiće,P,1
popovdol,P,1
popova,P,1
popova mahala,P,1
popovce,P,1
popovci,P,1
popovica,P,1
popović,P,1
popovići,P,1
popovnjak,P,1
popovska mahala,P,1
popučke,P,1
popšica,P,1
porodin,P,1
poružnica,P,1
poskurice,P,1
poslon,P,1
postalica,P,1
postenje,P,1
potkrš,P,1
potkula,P,1
potočac,P,1
potočanje,P,1
potočari,P,1
potočić,P,1
potpeć,P,1
potpeće,P,1
potporanj,P,1
potreb,P,1
potresje,P,1
potrkanje,P,1
pozlata,P,1
požegrmac,P,1
požeženo,P,1
požežina,P,1
prahovo,P,1
pralja,P,1
pranjani,P,1
pranjci,P,1
praskovče,P,1
pravoševo,P,1
prašovići,P,1
prebreza,P,1
predejane,P,1
predvorica,P,1
prekadin,P,1
prekašnica,P,1
prekodolce,P,1
prekodolska mahala,P,1
prekonoga,P,1
prekonozi,P,1
prekopeča,P,1
prekoplanska mahala,P,1
prekopuce,P,1
prekopčelica,P,1
prekorađe,P,1
prekorečkamala,P,1
prekoriđanci,P,1
preljina,P,1
premeća,P,1
preobraženje,P,1
presečina,P,1
preslap,P,1
preslapska mahala,P,1
prestojčeva mahala,P,1
pretežana,P,1
pretina,P,1
pretoke,P,1
pretrešnja,P,1
pretrkovac,P,1
prevalac,P,1
prevetica,P,1
prevešt,P,1
prhovo,P,1
pribojvranjski,P,1
pribojskagoleša,P,1
pribojskečelice,P,1
pribovce,P,1
pridol mahala,P,1
pridolska mahala,P,1
pridvorice,P,1
prigrevica,P,1
prijanovići,P,1
prijezdić,P,1
prilepac,P,1
prilike,P,1
prilipac,P,1
pripor,P,1
prisjan,P,1
prislonica,P,1
prisoje,P,1
prisojska mahala,P,1
privinaglava,P,1
pričevac,P,1
pričević,P,1
pričinović,P,1
prkosava,P,1
prlita,P,1
prljci,P,1
prnjavorjazački,P,1
progar,P,1
progorelica,P,1
progoreoci,P,1
prolesje,P,1
prolom,P,1
protopopinci,P,1
provalija,P,1
provaljenik,P,1
prozorak,P,1
pročovci,P,1
prošivalci,P,1
proštinac,P,1
prugovac,P,1
prugovo,P,1
pružanj,P,1
pružatovac,P,1
prvakutina,P,1
prvonek,P,1
przojne,P,1
prćenova,P,1
prćilovica,P,1
pršini,P,1
pudarci,P,1
puhovac,P,1
pukovac,P,1
puljezi,P,1
puljinci,P,1
punderci,P,1
pustatušimlja,P,1
pustošilovo,P,1
pustovlah,P,1
putinci,P,1
putnikovo,P,1
pšanik,P,1
pagubice,P,1
pajići,P,1
paklina,P,1
pakoštane,P,1
pakrani,P,1
palanjek,P,1
palanjekpokupski,P,1
palančani,P,1
palača,P,1
palešnik,P,1
palinovec,P,1
palje brdo,P,1
paljuv,P,1
palovec,P,1
pandžići,P,1
panjani,P,1
papići,P,1
papučići,P,1
parlovi,P,1
partizanskadrežnica,P,1
paruževec,P,1
parčić,P,1
pasadur,P,1
pasikovci,P,1
pasjak,P,1
patrlji,P,1
paukovac,P,1
paukovec,P,1
paulindvor,P,1
paunovac,P,1
pavić,P,1
pavići,P,1
pavičići,P,1
pavlanci,P,1
pavlinovići,P,1
pavlovac,P,1
pavlovcipožeški,P,1
pavlovecgradečki,P,1
pavlovecvrbovecki,P,1
pavlovec-zabočki,P,1
pavloveczabocki,P,1
paz,P,1
pačetin,P,1
pađene,P,1
pašin potok,P,1
pašići,P,1
pašman,P,1
pejkovići,P,1
pejnovići,P,1
pekeči,P,1
pekići,P,1
peklenica,P,1
pende,P,1
penići,P,1
peovo,P,1
pepelana,P,1
peraki,P,1
peranovići,P,1
peresiji,P,1
perinovići,P,1
perić,P,1
perići,P,1
peričići,P,1
periši,P,1
perišići,P,1
perjasica,P,1
perković,P,1
perkovići,P,1
permani,P,1
pernat,P,1
peroj,P,1
peruća,P,1
peruši,P,1
perušić,P,1
perušićbenkovački,P,1
peruški,P,1
pervani,P,1
peršaves,P,1
petehi,P,1
peteranec,P,1
petina,P,1
petkovići,P,1
petlovac,P,1
petrcane,P,1
petrijanec,P,1
petrijevci,P,1
petrinjci,P,1
petričevići,P,1
petrovapoljana,P,1
petrovacmikleuški,P,1
petrovcy,P,1
petrovec,P,1
petrovija,P,1
petrovina,P,1
petrovinaturopoljska,P,1
petrovsko,P,1
peurače,P,1
pezelj,P,1
peša,P,1
peše,P,1
pešići,P,1
peščenica,P,1
peščenik,P,1
pijavičino,P,1
pilipovići,P,1
pilje,P,1
pinezići,P,1
pinizelić,P,1
pirakovecvrbovečki,P,1
pirovac,P,1
pisak,P,1
pisarovina,P,1
pitomača,P,1
pitovskaplaža,P,1
pivare,P,1
pivci,P,1
pivnica,P,1
pićan,P,1
pičeti,P,1
piškorevci,P,1
pištelek,P,1
pištet,P,1
pješčanizaton,P,1
plana,P,1
planjane,P,1
platak,P,1
plavić,P,1
plavnik,P,1
plavča-draga,P,1
plavcadraga,P,1
plavšići,P,1
plazibat,P,1
plaški,P,1
pleići,P,1
plesmo,P,1
pleso,P,1
pletikosić,P,1
pletikosići,P,1
plešce,P,1
pleševo selo,P,1
plešteni,P,1
plitvicalakes,P,1
plitvina,P,1
plitvičkiljeskovac,P,1
plomin,P,1
plovanija,P,1
pločice,P,1
plužnice,P,1
pobjenik,P,1
pobrežje,P,1
pocrnići,P,1
pocrnja,P,1
pocrnje,P,1
poddebeljačom,P,1
podobale,P,1
podaca,P,1
podadraga,P,1
podastine,P,1
podastrana,P,1
podbablje,P,1
pod brdo,P,1
podbrest,P,1
podbrđe,P,1
podcrkavlje,P,1
podgaj,P,1
podgajcipodravski,P,1
podgajciposavski,P,1
podgarić,P,1
podgora,P,1
podgoraturkovska,P,1
podgorač,P,1
podgorjebračevačko,P,1
podgorjejamničko,P,1
podgorjepožeško,P,1
podgrab,P,1
podgreda,P,1
podhum,P,1
podjaram,P,1
podkilavac,P,1
podkonje,P,1
podkosa,P,1
podkuk,P,1
podlapac,P,1
podmila,P,1
podogradak,P,1
podolje,P,1
podravskamoslavina,P,1
podravskesesvete,P,1
podrinje,P,1
podrug,P,1
podrute,P,1
podstrana,P,1
podturen,P,1
podumac,P,1
podunavlje,P,1
podurljaj,P,1
podvinje,P,1
podvorec,P,1
podvornica,P,1
podvrško,P,1
podšpilje,P,1
pogačići,P,1
pojatine,P,1
pojatno,P,1
pojezerje,P,1
pokupsko,P,1
polari,P,1
polača,P,1
polače,P,1
police-pirišće,P,1
policepirisce,P,1
poličnik,P,1
poljak,P,1
poljana,P,1
poljanabiškupečka,P,1
poljanalekenička,P,1
poljanaoreškova,P,1
poljanavrbovečka,P,1
poljane,P,1
poljanec,P,1
poljani,P,1
poljanicabistranska,P,1
poljanicabistrička,P,1
poljanska,P,1
polje čepić,P,1
poljicakozička,P,1
poljice,P,1
poljicemiljuševo,P,1
polonjetomaševečko,P,1
poloskivaroš,P,1
polovine,P,1
polutine,P,1
pomena,P,1
pomer,P,1
pomeđeđak,P,1
ponor,P,1
ponorkorenički,P,1
popovaluka,P,1
popovac,P,1
popovacsubocki,P,1
popovacvoćinski,P,1
popovecšašinovečki,P,1
porozina,P,1
posavskibregi,P,1
posedarje,P,1
posrtva,P,1
postira,P,1
postrana,P,1
potege,P,1
potirna,P,1
potklanac,P,1
potkoviljača,P,1
potkraj,P,1
potkrčana,P,1
potnjani,P,1
potok,P,1
potok tounjski,P,1
potomje,P,1
potočani,P,1
potočilo,P,1
potočine,P,1
potpićan,P,1
povile,P,1
povlja,P,1
povljana,P,1
poznanovec,P,1
poznić,P,1
počučići,P,1
pošta,P,1
požar,P,1
pranići,P,1
prančevići,P,1
prapatnica,P,1
prapoće,P,1
prapratna,P,1
praprot,P,1
pravutina,P,1
prašćari,P,1
praščevac,P,1
pražnice,P,1
prdenići,P,1
prebegi,P,1
predavac,P,1
predavec,P,1
predaveckriževački,P,1
predošćica,P,1
preko,P,1
prekopa,P,1
prelasi,P,1
premantura,P,1
prempen,P,1
premuda,P,1
preradovića brdo,P,1
preseka,P,1
presekaoborovska,P,1
presoka,P,1
prespa,P,1
pretkovec,P,1
previž,P,1
prezid,P,1
prgomet,P,1
prgometi,P,1
prhati,P,1
pribanjci,P,1
pribislavec,P,1
pribić,P,1
pribići,P,1
pridraga,P,1
prigorje brdovečko,P,1
prijeboj,P,1
prijevor,P,1
prijići,P,1
priključak,P,1
prikrajkriževački,P,1
primorci,P,1
primorskidolac,P,1
primošten,P,1
priorice,P,1
pripuzi,P,1
pristeg,P,1
privlaka,P,1
privor,P,1
prizna,P,1
pričac,P,1
prižba,P,1
prkosivanićki,P,1
prkovci,P,1
prlain,P,1
prljevo,P,1
prnići,P,1
prnjani,P,1
prnjarovac,P,1
prnjavorslavonski,P,1
prnjavorčuntićki,P,1
progon,P,1
prolaščići,P,1
prolići,P,1
prološići,P,1
promajna,P,1
prožura,P,1
prpići,P,1
prusci,P,1
prvan selo,P,1
prčijaši,P,1
pršurići,P,1
pržina,P,1
pržići,P,1
pualića brdo,P,1
puače,P,1
puda,P,1
pulgarijačepić,P,1
puljizi,P,1
punat,P,1
punde,P,1
punitovci,P,1
punoši,P,1
puntakriža,P,1
puntera,P,1
pupavci,P,1
pupnat,P,1
puska,P,1
pustara,P,1
putniković,P,1
pučišća,P,1
puškarići,P,1
pušćina,P,1
pčelić,P,1
pajkovvir,P,1
pakalj-do,P,1
pakaljdo,P,1
paklješica,P,1
palež,P,1
paleža,P,1
pali,P,1
paljevine,P,1
paljkovac,P,1
paljuh,P,1
paločak,P,1
palskaluka,P,1
pandurica,P,1
panjevi,P,1
pantovići,P,1
papani,P,1
pape,P,1
papovina,P,1
paprat,P,1
paprati,P,1
papratine,P,1
papratnido,P,1
parazlame,P,1
parci,P,1
pareškido,P,1
patnji,P,1
pauče,P,1
paučina,P,1
pavino polje,P,1
pavličići,P,1
pavlovdo,P,1
pavlovina,P,1
pačarađe,P,1
pačkovdo,P,1
pašinavoda,P,1
pašino polje,P,1
pašića polje,P,1
paškala,P,1
pažići,P,1
peani,P,1
pejakovići,P,1
pejovići,P,1
pelevbrijeg,P,1
peleši,P,1
pelinkovići,P,1
pelinovo,P,1
peovac,P,1
pepiće,P,1
pepići,P,1
perast,P,1
perazićado,P,1
peraševići,P,1
pernica,P,1
perotin,P,1
peroči,P,1
peruničići,P,1
pestorići,P,1
petijevići,P,1
petinići,P,1
petnjica,P,1
petnjik,P,1
petolik,P,1
petrići,P,1
petrovdo,P,1
petrovaljut,P,1
petrovaravan,P,1
petrovacnamoru,P,1
petrovićado,P,1
petrovo polje,P,1
peuta,P,1
pećarska,P,1
pečurice,P,1
pešca,P,1
pešićaluka,P,1
peškovići,P,1
pikalja,P,1
pilatovci,P,1
pilote,P,1
pinčići,P,1
piperi,P,1
pipoljevac,P,1
pisanajela,P,1
piskavdo,P,1
pistula,P,1
pitomaloza,P,1
pitomedoline,P,1
pitomine,P,1
pištala,P,1
pišteta,P,1
pišteti,P,1
pišče,P,1
pižuri,P,1
pjasci,P,1
pjevčevaglava,P,1
pješčanica,P,1
plagente,P,1
plakali,P,1
plani,P,1
planinica,P,1
plansko,P,1
plasa,P,1
plate,P,1
pleće,P,1
plijevor,P,1
pliješevina,P,1
pliješi,P,1
plitkido,P,1
pljeva,P,1
plumci,P,1
poblaće,P,1
pobor,P,1
pobori,P,1
pobretiće,P,1
pobrnjica,P,1
pobrđe,P,1
pocić,P,1
pod,P,1
podmilogora,P,1
podmilojevića,P,1
podružaricom,P,1
pod-dažnik,P,1
poddažnik,P,1
poda,P,1
podaluga,P,1
podaždrijelo,P,1
podbabac,P,1
podbišće,P,1
podborova,P,1
podbožur,P,1
podbrezovići,P,1
podbreže,P,1
podbukovica,P,1
pode,P,1
podglavica,P,1
podgor,P,1
podgradina,P,1
podgrađe,P,1
podgređe,P,1
podgrižđe,P,1
podi,P,1
podine,P,1
podjelje,P,1
podkraj,P,1
podkukanj,P,1
podkupić,P,1
podkurjaj,P,1
podlastva,P,1
podlazina,P,1
podlisa,P,1
podlisac,P,1
podlitica,P,1
podličak,P,1
podljut,P,1
podlunjica,P,1
podmaine,P,1
podnovlje,P,1
podosmin,P,1
podostrog,P,1
podovi,P,1
podrid,P,1
podrogatac,P,1
podrudine,P,1
podsoko,P,1
podtrlica,P,1
podvlah,P,1
podvoda,P,1
podvrat,P,1
podvraće,P,1
podvrš,P,1
podčabar,P,1
pogana,P,1
polje crkvičko,P,1
poljica,P,1
poljkovac,P,1
pomenići,P,1
pometenik,P,1
ponari,P,1
ponikvica,P,1
ponornido,P,1
popovdo,P,1
poprat,P,1
popratnica,P,1
popratnice,P,1
porkulovdo,P,1
porobići,P,1
poros,P,1
poroča,P,1
posajci,P,1
poseljani,P,1
poslenište,P,1
potesi,P,1
pothum,P,1
potkamen,P,1
potkita,P,1
potkokot,P,1
potkovač,P,1
potkovačica,P,1
potkrajci,P,1
potkrajnica,P,1
potkraš,P,1
potkruša,P,1
potoci,P,1
potpal,P,1
potrk,P,1
povijevo,P,1
povrhpoljina,P,1
površe,P,1
pozduj,P,1
poznanovići,P,1
počekovići,P,1
počijevka,P,1
počivala,P,1
pošćenje,P,1
pošćenskikraj,P,1
požeginja,P,1
požnja,P,1
praga,P,1
praćevac,P,1
pračica,P,1
predi,P,1
predojevica,P,1
prehari,P,1
prekornica,P,1
prelevići,P,1
premilići,P,1
premići,P,1
premćani,P,1
prenkaj,P,1
prentindo,P,1
prentovići,P,1
presečenik,P,1
presjeka,P,1
prestreke,P,1
pretrženido,P,1
previna,P,1
previš,P,1
prevlaka,P,1
prešmenice,P,1
pribakovići,P,1
pribiloviće,P,1
pribojevići,P,1
pribranci,P,1
pridvorica,P,1
prifta,P,1
prigradina,P,1
prijekido,P,1
prijekopočivalo,P,1
prijelozi,P,1
prijeradi,P,1
prijespa,P,1
prijestrelj,P,1
prijevorac,P,1
prijevori,P,1
primet,P,1
pripec,P,1
priporci,P,1
pripčići,P,1
prisoja,P,1
prisojak,P,1
prisojniorah,P,1
pristan,P,1
pričelje,P,1
prišiklinac,P,1
progonovići,P,1
prokaplje,P,1
proplanci,P,1
prosenido,P,1
prosica,P,1
prošćenje,P,1
prošče,P,1
prčanj,P,1
pržice,P,1
pržišta,P,1
pržno,P,1
ptikalj,P,1
ptič,P,1
puzići,P,1
pušanjskido,P,1
pušina,P,1
puštala,P,1
pčinja,P,1
pajić polje,P,1
